Name,Age,Potential,Position,Overall
M. Flynn,37,59,CM,59
B. Mugabi,23,64,RB,59
P. Menzel,19,75,GK,59
D. Fontani,21,65,CB,59
A. Nava,18,76,CM,59
G. Della Bernardina,19,74,CB,59
E. Alvarado,20,69,CM,59
A. McGowan,21,69,RB,59
S. Joss,23,66,LB,59
Jo?o Virg¡nia,18,76,GK,59
N. Lchinger,23,66,RB,59
Y. Mabella,22,68,ST,59
R. Hale,19,76,RM,59
E. Embleton,19,76,RM,59
N. Nasseri,21,65,CAM,59
C. Elva,21,64,RW,59
V. Stenzel,21,65,RM,59
I. Al Talhi,23,64,LM,59
A. Mumin,20,70,CB,59
Paulo Alves,20,70,CM,59
Y. Armougom,20,73,LB,59
T. Kucz,18,75,GK,59
S. Sy,19,71,LB,59
M. McKee,19,71,CM,59
Cui Yongzhe,31,59,RB,59
S. Bengriba,37,59,LB,59
T. Yanagi,20,71,RB,59
J. Bekkema,22,67,GK,59
A. Al Yami,21,71,ST,59
Ding Jie,31,59,LDM,59
J. Bednarczyk,19,77,LM,59
J. Ingham,24,62,RW,59
G. Quezada,21,67,CM,59
M. Fallatah,22,69,CM,59
F. Agu,18,73,LB,59
R. Polley,19,71,RB,59
I. Chair,20,72,CAM,59
I. Khemis,22,69,CM,59
M. ?lvarez,24,66,ST,59
O. Brynhildsen,19,78,RM,59
R. Al Hafizi,22,67,LM,59
M. Rosas,20,74,RW,59
J. Torres,21,74,CDM,59
B. Dennehy,31,59,LB,59
J. Martin,29,59,LB,59
E. Whitehouse,24,64,CM,59
M. Qui¤ones,22,64,LB,59
R. Keskin,19,68,CDM,59
Zhang Li,28,59,RCM,59
A. Lacey,25,66,CB,59
J. Shipley,20,69,LM,59
L. Fadinger,17,72,CAM,59
P. G¢mez,20,71,LM,59
M. Kudus,17,79,CF,59
J. Maxted,24,64,GK,59
Chu Jinzhao,25,63,CB,59
J. Medina,27,60,RB,59
L. Ndenbe,18,74,LB,59
Dai Wai-Tsun,18,71,CM,59
M. Virtue,21,71,CDM,59
M. Curry,18,76,ST,59
F. Castro,23,67,RW,59
L. Weinkauf,21,71,GK,59
S. Wilson,25,62,ST,59
M. Andersson,37,59,CB,59
T. Wiesner,20,68,RB,59
B. Wright,23,67,ST,59
C. Holse,19,76,RM,59
S. Vidal,22,66,RM,59
M. Kelly,20,68,LB,59
H. Andersson,19,74,CB,59
A. DeJohn,27,61,CB,59
T. Klup?,18,76,RM,59
K. O'Hara,22,68,GK,59
T. M?lgaard,21,67,RWB,59
S. Singh,22,65,CB,59
H. Benka‹d,28,59,ST,59
Obama,18,79,ST,59
J. Falkmar,26,60,LB,59
N. Bazan,19,69,ST,59
Y. Takaoka,22,66,GK,59
D. Nasu,36,59,CB,59
D. Conner,24,66,RB,59
S. Kodama,19,69,LM,59
A. Thapa,20,71,LCM,59
S. Farhan,21,71,LDM,59
A. Ablet,31,59,LWB,59
Yoo Ji Ha,19,74,CB,59
M. L¢pez,27,60,LB,59
K. Huntelaar,19,70,CM,59
J. Atanasov,18,76,CDM,59
K. Leidsman,19,69,ST,59
M. Spasic,20,67,LB,59
C. Topaloglu,26,62,GK,59
D. Jarvis,26,62,LB,59
P. Esquivel,24,64,ST,59
S. Mandash,23,65,RM,59
A. Abdellaoui,25,64,LB,59
D. Bajselmani,19,70,RB,59
E. Ferigra,19,72,CB,59
J. Turley,28,59,RCB,59
A. Barreal,17,73,RW,59
F. Pasqualoni,21,68,CB,59
L. Tempelmann,19,75,CM,59
Ahn Seong Nam,34,59,CDM,59
Kang Bong Gyun,24,64,GK,59
D. Garc¡a,21,68,ST,59
T. Rotter,26,61,RCB,59
M. Kadlec,18,75,CAM,59
S. Serderov,24,65,LM,59
A. J?drych,26,64,RCB,59
J. Muscatt,20,69,LB,59
M. Daly,17,80,CM,59
T. De Bie,21,67,GK,59
E. Elizalde,18,79,LB,59
G. Le¢n,18,74,ST,59
S. €etin,17,80,CDM,59
A. Urzi,18,76,RM,59
J. Dunleavy,26,59,RB,59
A. Al Saluli,19,74,CB,59
K. Chvedukas,27,60,CDM,59
A. Al Dawsari,20,69,CDM,59
E. Korkmaz,21,68,CB,59
J. Galetto,21,68,RB,59
S. Russell,35,59,GK,59
O. Sail,22,67,GK,59
M. Hudson,19,65,GK,59
N. Bizet,21,69,ST,59
Madger Gomes,21,70,LCM,59
Iker Gouj¢n,18,75,CM,59
F. Bin Jamayah,23,68,RM,59
N. Anderton,22,69,LB,59
C. Storm,23,66,RB,59
J. Bruhns,19,71,GK,59
E. Yb ¤ez,19,70,LB,59
E. Karic,21,66,LB,59
L. Ridehalgh,27,60,LB,59
J. Bolado,20,69,GK,59
A. Riemann,26,59,LM,59
A. Gogi?,24,66,CB,59
L. B‚land-Goyette,22,64,CM,59
E. P lsson,25,64,RDM,59
Lee Tae Hee,26,59,RB,59
K. Yajima,23,67,ST,59
M. Hoxha,18,72,CAM,59
K. McFarlane,21,68,ST,59
F. Rieder,22,66,CM,59
C. Kpekawa,22,69,CB,59
C. Ti‚hi,20,76,CDM,59
J. Flatt,23,66,GK,59
T. Matthews,17,79,CAM,59
J. Hodgkiss,31,59,RB,59
C. Arroyave,22,67,GK,59
J. Heil,21,66,RM,59
A. Jakubiak,21,69,ST,59
K. Reaves,22,68,CB,59
V. Baume,21,68,GK,59
R. Morishita,19,68,CB,59
A. Awad,26,62,RS,59
A. Al Shamrani,24,63,CB,59
G. Azzinnari,17,83,ST,59
O. Drost,22,66,LS,59
J. Caprice,25,62,RB,59
Zhang Lu,30,59,RM,59
A. Mendy,23,65,LB,59
G. Blackwood,21,65,ST,59
M. Johansson,19,72,GK,59
J. Hanato,28,59,CF,59
M. Clark,19,69,LB,59
B. Mines,18,78,RM,59
Kwon Tae Ahn,26,63,GK,59
C. Baker-Richardson,22,67,ST,59
B. Varga,24,64,RW,59
S. Akgn,18,78,CM,59
S. Long,23,65,RB,59
M. Folivi,20,74,ST,59
M. Rayman,21,69,LB,59
B. Thomas-Asante,19,74,LM,59
Y. Begraoui,16,81,ST,59
A. Fleming,30,59,CM,59
Guille Lara,22,71,GK,59
W. Wood,21,69,LB,59
F. Ghazi,24,66,LB,59
N. C¢rdova,20,73,RB,59
Jin Pengxiang,28,59,RB,59
Kim Bo Seop,20,71,LW,59
S. Acka,27,61,CB,59
E. Celebi,18,74,CB,59
E. Dabo,22,66,CB,59
Mello,25,62,LM,59
Yang Boyu,29,59,CB,59
A. Collins,21,67,ST,59
P. Kasim,21,70,LM,59
T. Abdullah,22,68,RB,59
M. Crocombe,24,63,GK,59
E. N‘sbak Brenden,24,63,LM,59
J. O'Doherty,20,66,LCM,59
Fernando Costanza,19,74,RB,59
M. Acton,26,63,GK,59
F. Lobos,19,74,ST,59
K. Tokushige,34,59,GK,59
J. Serafin,22,66,CM,59
N. Sutter,23,67,CB,59
C. O'Hare,20,74,CAM,59
M. Carreazo,20,69,CM,59
R. Aoki,22,70,LW,59
F. Camara,20,68,LB,59
N. Trott,19,76,GK,59
I. Boye,21,67,ST,59
Y. Goke,19,72,CM,59
Wang Qiuming,25,61,LM,59
H. Sandvik,28,61,GK,59
Park Jung Soo,31,59,RDM,59
M. Vano,26,60,ST,59
M. Rieder,18,74,CAM,59
J. Hooper,24,64,ST,59
Sun Bo,27,59,LM,59
L. Hupfauf,21,66,RWB,59
Mollejo,17,79,RW,59
V. Oliver,26,60,ST,59
M. Kuchta,22,68,GK,59
Cao Haiqing,24,62,LB,59
A. Banasiak,28,59,LDM,59
Pedro Goulart,20,70,ST,59
Song Long,28,59,RB,59
J. Lahne,16,77,ST,59
M. Garc¡a,22,66,CM,59
R. McKenzie,19,74,CB,59
D. Franke,19,76,LB,59
M. Cavalleri,20,69,ST,59
A. Beyaz?t,21,68,CF,59
A. Grijalva,17,73,CB,59
D. Klomp,19,69,RCB,59
J. Keatings,26,62,CAM,59
P. Di Nardo,28,60,RDM,59
A. Baroan,18,75,ST,59
C. Lattanzio,20,70,LM,59
M. Candlin,18,75,ST,59
R. Menayese,20,65,CB,59
J. Thompson,21,73,CAM,59
H. Smith,23,66,ST,59
Liu Ruofan,19,79,RM,59
D. Jajic,19,69,CM,59
L. Fesser,23,65,CB,59
J. Brown,20,69,RB,59
M. Nilor,20,71,ST,59
I. Mensah,23,67,LW,59
V. Fern ndez,19,73,LB,59
D. Richards,24,65,GK,59
H. Castegren,22,69,CB,59
I. Oda,19,74,LB,59
L. Cacace,17,73,LWB,59
E. Veiga,21,69,CDM,59
R. Cornwall,23,64,RCB,59
J. Mbom,18,78,CM,59
S. van Dijck,17,72,CB,59
D. Gremsl,25,62,CF,59
M. Bevan,21,69,ST,59
S. Friede,20,75,CM,59
A. Guiffrey,20,70,RM,59
M. S‘tra,21,64,GK,58
H. Magnetti,20,68,CM,58
S. Abraham,27,59,ST,58
G. Buon,20,68,CB,58
D. Morrissey,24,62,ST,58
G. Akkan,19,75,CB,58
L. Espinoza,25,60,ST,58
J. Requena,22,69,CAM,58
C. Mbulu,21,69,CB,58
G. Cuomo,20,72,LCB,58
A. Grleyen,19,75,CB,58
L. Jones,22,65,CB,58
R. Gondoh,21,65,RM,58
N. Hunziker,22,69,ST,58
T. Reithmeir,18,75,CB,58
L. Barreiro Martins,18,76,CM,58
J. Clarke,28,58,RB,58
Zheng Tao,32,58,RB,58
M. Guehi,17,78,CB,58
R. Prieto,21,68,CAM,58
I. Meite,21,68,ST,58
A. Amade,18,77,RWB,58
L. Krger,18,72,ST,58
K. Balogiannis,19,74,CDM,58
F. Due,25,61,GK,58
L. Saxton,28,59,GK,58
C. James,20,72,CB,58
M. Rafique,25,61,CM,58
P. Cherrie,34,58,GK,58
E. Stokes,22,69,ST,58
S. Al Hamdan,26,59,LB,58
C. Moya,20,73,RDM,58
A. Xhemajli,20,73,CB,58
A. Buxton,26,61,LB,58
M. Gillesphey,22,65,LB,58
G. Banaziak,21,70,GK,58
A. Singh,25,62,GK,58
D. Sv ?ek,21,65,GK,58
D. Sauerland,21,67,RB,58
G. Kelly,21,67,ST,58
Y. Fujita,35,58,CB,58
S. Duke-McKenna,17,74,RM,58
D. Mosquera,22,66,CM,58
K. Maji?,20,72,ST,58
A. Al Ghamdi,23,64,GK,58
M. Real,18,76,LB,58
F. Schwarzholz,18,73,CDM,58
A. Majrashi,22,67,CDM,58
E. Maceira,22,66,LW,58
Pei Shuai,25,61,CM,58
D. Nizic,23,65,GK,58
F. Al Habib,20,72,GK,58
J. Archer,24,61,ST,58
Li Guang,27,60,CDM,58
E. Osadebe,21,62,CM,58
Du Wenyang,28,58,RB,58
B. Singh,31,58,ST,58
E. Granat,22,65,CM,58
V. Cordoba,30,58,CDM,58
L. Schelenz,19,70,CDM,58
A. Morley,18,72,CM,58
M. Nikoli?,20,65,ST,58
J. Pesta¤a,20,72,RCB,58
E. Dick,23,65,GK,58
B. Williams,35,58,GK,58
J. Tilley,20,74,CAM,58
Liu Yingchen,25,59,CM,58
C. Antwi,18,71,LWB,58
J. Albrecht,20,65,GK,58
J. Sands,17,75,CDM,58
J. Mu¤oz,24,63,CM,58
J. Hoekstra,19,69,GK,58
K. Niemczycki,18,73,GK,58
M. Al Subaie,22,66,LM,58
Park Ji Min,18,74,GK,58
H. Al Ghamdi,19,74,CM,58
S. Ucar,19,72,CDM,58
N. Quindt,21,66,GK,58
M. Kahr?man,18,73,ST,58
S. Gubari,22,70,LM,58
L. Mulaj,19,71,CAM,58
Z. Herivaux,22,69,CM,58
G. McGregor,19,72,CM,58
T. Campbell,21,65,ST,58
K. Kesgin,17,74,CM,58
M. Staniszewski,21,62,GK,58
Y. Fortune,19,68,ST,58
T. Cuello,18,79,LM,58
Pedro Gon‡alves,20,74,CM,58
K. Ayong,20,67,ST,58
L. Italiano,27,60,GK,58
J. Powell,19,73,LM,58
M. Urynowicz,22,64,ST,58
E. Navarrete,22,67,LB,58
T. Vassell,21,64,CB,58
T. Cordner,19,68,CB,58
G. Tryggvason,18,68,RW,58
C. Higuera,17,72,GK,58
M. Onuoha,19,68,RB,58
A. Bacci,22,66,GK,58
J. Hodek,20,68,CDM,58
Y. Letard,19,71,CB,58
Han Xuan,27,59,CB,58
R. Isomura,27,59,LCM,58
I. Lara,22,64,LM,58
J. Jaime,20,67,GK,58
F. Al Sagour,22,67,RB,58
L. Hern ndez,20,70,CB,58
N. da Silva,24,64,LM,58
R. Hirosue,19,73,GK,58
L. Croll,23,63,LCB,58
T. Baack,19,75,CB,58
K. Bucker,22,68,GK,58
M. Miljevic,17,78,CDM,58
M. Brink,20,70,CM,58
A. Bakayoko,20,71,RB,58
W. Tchuameni,21,70,ST,58
D. ?ncedere,21,71,LM,58
S. Kjellevold,23,65,GK,58
J. ?orsteinsson,19,73,LW,58
M. Worthington,20,70,CM,58
J. Tratt,23,64,RB,58
J. Kelly,28,58,LM,58
L. Grill,19,76,GK,58
D. Lyon,23,67,RWB,58
F. Pizzicanella,22,66,GK,58
J. Pantemis,21,68,GK,58
R. Wilmots,21,68,CM,58
E. Boyle,21,70,RB,58
M. Sprang,17,67,GK,58
R. Acquah,21,67,CDM,58
M. Wada,21,67,ST,58
A. Canessa,18,73,ST,58
R. Cagnon,21,71,GK,58
M. Roerslev,19,75,RB,58
A. Azeez,24,62,ST,58
M. Holzer,19,69,ST,58
L. Travis,20,72,CM,58
Mario S nchez,22,66,RB,58
Valery,18,75,LM,58
R. Al Ghamdi,24,65,RS,58
C. Guti‚rrez,19,73,RM,58
D. Webster,28,59,CB,58
Kim Hyo Gi,31,58,ST,58
J. Inamoto,38,58,CDM,58
J. McDonnell,24,66,GK,58
W. Ali,19,73,ST,58
A. Jakobsen,19,72,ST,58
L. Bonilla,20,66,RM,58
T. Duman,20,70,CM,58
M. Woud,19,73,GK,58
J. L”we,19,74,CAM,58
B. Rivas,21,72,CM,58
S. Cartwright,17,70,CB,58
A. Ademoglu,20,75,CM,58
Y. Oyanedel,17,78,LB,58
Lim Eun Soo,22,65,LCM,58
R. van Doorn,19,66,CB,58
J. Harris,31,58,CM,58
Jos‚ Uche,18,69,CB,58
M. Arturia,20,67,ST,58
K. Goba,30,58,ST,58
E. Bansen,20,69,GK,58
J. Lunney,20,71,CM,58
M. Cooper,18,78,GK,58
J. Orellana,21,68,CB,58
B. Kavlak,21,66,ST,58
G. Abreg£,20,68,RB,58
J. Doona,20,70,RM,58
R. Blumberg,19,72,CB,58
M. Panos,21,65,RB,58
C. Coleman,21,67,RDM,58
M. O'Riley,17,78,CM,58
A. Gafaiti,23,66,CB,58
P. Edwards,32,58,RWB,58
G. Lapslie,20,71,CM,58
M. Gonzalez,20,69,GK,58
L. Ingolotti,18,80,GK,58
G. Pozos,25,62,GK,58
A. Aliev,21,65,ST,58
M. Bauer,18,73,CB,58
B. Sielewski,33,58,CB,58
A. Talal,22,68,CDM,58
K. Schlotterbeck,21,68,CB,58
G. Kilama,19,71,LB,58
J. Debayo,21,66,LB,58
B. Chapman,19,67,CM,58
V. Gendrey,18,70,RB,58
Li Shenglong,25,60,ST,58
M. Schlegel,21,68,LM,58
S. Quigley,25,60,ST,58
Y. Bangsow,20,69,GK,58
M. Leahy,29,59,CB,58
S. Solli,20,66,RW,58
M. Firlej,21,65,ST,58
H. Bos,25,60,CM,58
J. Bird,20,66,CM,58
V. Arveladze,20,65,ST,58
K. Kirihata,31,58,GK,58
A. Penny,21,70,CB,58
J. von Moos,17,84,ST,58
G. Boylan,22,66,RB,58
I. Chicco,22,68,GK,58
H. Arslan,29,58,LB,58
A. Nalic,20,71,CAM,58
D. Rodr¡guez,20,71,CB,58
S. Karweina,19,69,ST,58
Fabio,22,66,CB,58
M. Harness,22,62,RM,58
C. Rzonca,21,65,CAM,58
A. Manzur,17,75,CM,58
S. Bone,19,73,CDM,58
T. Sopacua,18,69,RB,58
H. Takimoto,21,68,GK,58
Geng Xiaofeng,30,58,GK,58
M. Soldo,21,70,GK,58
K. Petratos,20,68,LM,58
N. Gim‚nez,21,71,RB,58
Wang Xiaole,21,67,CM,58
L. Schaffran,19,70,GK,58
A. Fox,25,60,LB,58
R. Cooney,18,69,RWB,58
N. Samayoa,22,67,CB,58
A. Soukouna,28,58,ST,58
I. Bola¤o,20,72,RM,58
K. Ogawa,20,69,ST,58
K. Fegrouche,36,58,GK,58
Lee Ho Seok,27,59,CM,58
H. Balic,22,62,LW,58
F. Lauenborg,21,66,CM,58
K. Saka,23,64,CB,58
K. Buckley,26,60,RDM,58
L. Scott,21,68,ST,58
A. Torres,22,69,GK,58
S. McMann,21,67,LB,58
A. Rosteghin,18,78,GK,58
A. Wheeler-Omiunu,23,64,CM,58
N. Awuku,18,77,ST,58
B. Garc¡a,20,66,LM,58
D. Riccardi,22,69,CB,58
M. Meli,18,78,RW,58
D. Petersson,23,63,GK,58
E. Pauchet,21,67,GK,58
S. Farelli,35,58,GK,58
E. Grndemann,19,74,GK,58
M. Ludwig,19,70,ST,58
E. Pletinckx,17,76,CB,58
A. Elyounoussi,19,72,LM,58
M. Simakan,18,69,CB,58
G. Kyrnats,20,68,GK,58
S. Hiramatsu,25,61,ST,58
N. G¢mez,21,64,RB,58
N. Ralph,25,62,LB,58
J. Italiano,16,79,LM,58
A. Ceesay,24,64,LW,58
M. Awaji,23,65,GK,58
N. Baeza,21,64,LB,58
C. Ross,24,64,LB,58
Yuan Mincheng,22,66,RCB,58
C. Baldovino,21,72,GK,58
M. Rudakov,22,70,GK,58
Han Rongze,25,63,GK,58
J. Sbarra,19,77,CAM,58
F. Mar¡n,20,68,CDM,58
J. Romero,17,81,ST,58
R. Borka?a,19,72,RM,58
P. Magnon,22,65,RM,58
Marcos Lav¡n,21,69,GK,58
C. Quenum,25,62,LB,58
Y. Akiyama,23,64,LM,58
S. Parlati,21,70,CM,58
A. Appiah,17,81,RW,58
L. Klemenz,22,67,CB,58
P. Tomczyk,20,64,ST,58
A. Oteh,19,74,ST,58
K. Hattanda,28,58,CAM,58
M. Bayo,20,67,ST,58
H. Hyseni,25,61,ST,58
N. D'Agostino,20,68,ST,58
M. Jeahze,21,64,LB,58
N. Gallardo,20,71,LB,58
C. Trejo,18,77,ST,58
S. High,17,74,CM,58
L. Maniero,19,75,CM,58
M. Obiero,17,73,ST,58
C. Maycock,20,68,CDM,58
T. Attis,18,75,ST,58
A. Tecpan‚catl,20,68,RW,58
M. Talbi,20,73,CB,58
E. Herrera,19,74,LB,58
J. Veyna,23,63,CDM,58
M. Reinthaler,23,63,CM,58
R. Benz,22,66,GK,58
R. Fitzsimons,24,64,GK,58
L. Desmond,23,65,LCB,58
N. Strunck,18,71,CM,58
H. Arellano,20,70,CB,58
M. Sevimler,19,72,ST,58
D. Becker,20,68,CM,58
Kim Jung Ho,23,65,CB,58
B. Barclay,21,68,CB,58
H. Marcelin,18,74,CB,58
M. J?rgensen,17,74,ST,58
M. Beeney,22,66,GK,58
R. Alm,22,64,RW,58
A. Bakir,17,76,RM,58
M. Bassouamina,20,69,LW,58
S. Bose,22,66,LB,58
Maikel,28,58,CAM,58
J. Urz£a,18,76,RCM,58
B. Wiles,19,71,CAM,58
Park Ji Soo,24,66,LB,58
D. Liszka,18,68,LM,58
M. Kumbulla,18,75,CB,58
Cao Ziheng,23,64,ST,58
Zhang Huachen,20,66,CDM,58
C. Okoroji,21,67,LB,58
S. Wamangituka,18,77,ST,58
R. Way,28,58,LB,58
Y. Takeoka,32,58,RB,58
P. Marie,23,63,RB,58
M. Trovato,20,73,RW,58
Y. Urra,21,68,GK,58
A. Beestin,20,66,ST,58
S. Kowalczyk,19,71,RM,58
Zhang Xiuwei,22,64,CDM,58
Mart¡n,18,73,CB,58
S. Sessegnon,18,77,RB,58
Javi Rubio,19,70,LM,58
K. Lebon,20,66,LW,58
C. Pring,20,71,LB,58
N. Ennis,19,75,ST,58
J. Krahl,18,72,GK,58
H. Al Qahtani,23,65,CM,58
J. Hardy,19,72,ST,58
S. C¢rdova,21,67,RM,58
Q. Roberts,23,65,GK,58
Zhang Chenlong,25,61,LB,58
J. So¤ora,21,70,LW,58
A. Al Aryani,22,69,RM,58
S. Milewski,20,67,CDM,58
A. Ba Masoud,22,67,LWB,58
B. Verbong,18,70,GK,58
Ryang Yong Gi,36,58,CF,58
S. Micolta,18,75,ST,58
C. Huanca,17,76,ST,58
D. Grootenhuis,21,67,LM,58
T. Righetti,20,69,CB,58
Zhang Chong,30,58,GK,58
G. Shaw,26,61,ST,58
P. Camar ,21,69,LS,58
Y. Maeda,33,58,CDM,58
C. Galvin,22,67,LM,58
G. Smith,24,63,GK,58
B. Stevenson,19,64,CAM,58
M. Yamada,23,66,CB,58
J. Schau,19,68,CDM,58
D. Kelly,22,68,RM,58
S. Gu?johnsen,20,68,ST,58
W. Ebane,26,59,LB,58
Cao Yongjing,21,68,RM,58
L. Kouagba,24,63,CB,58
T. Abraham,17,76,ST,58
Pablo Cacharr¢n,21,70,GK,58
J. Rodr¡guez,25,64,GK,58
J. Doherty,22,69,LB,58
T. Maya,21,68,LB,58
Du Changjie,20,65,ST,58
J. Christensen,17,73,CM,58
J. Anthony,18,73,ST,58
J. Boote,18,71,CM,58
T. Odusina,18,74,CB,58
M. Pattier,22,66,GK,58
J. Cobi n,19,67,LM,58
Gao Huaze,20,64,LM,58
D. Sugioka,19,70,LWB,58
C. M†nsson,37,58,GK,58
D. Villa,20,66,LM,58
R. Coughlan,21,69,ST,58
A. ?lvarez,19,70,LB,58
A. Estupi¤ n,23,64,CM,58
T. Al Kaabi,26,60,CDM,58
H. Rodgers,21,64,RB,58
S. Shome,20,66,CM,58
T. Matsumoto,19,74,CM,58
M. ?nan,18,72,CM,58
A. Little,21,69,CM,58
J. Brinch,23,66,RB,58
J. Osei-Tutu,19,74,RB,58
Y. Emghames,20,71,RM,58
A. Bj”rnstr”m,22,66,LB,58
M. Donohue,20,71,RM,58
M. Al Mufarrij,21,71,CB,58
D. Cornell,27,61,GK,58
T. Baller,19,73,CAM,58
Park Kwang Il,27,58,RM,58
Javi L¢pez,17,71,CM,58
M. He?a,27,59,GK,58
Y. Al Bakr,20,71,RB,58
A. Sebald,21,67,GK,58
A. Gomez Mancini,17,76,CAM,58
S. Santoro,18,78,CM,58
A. Ba,20,66,ST,58
Gui Hong,23,65,ST,58
R. Lowry,24,60,CB,58
R. Tugarev,19,69,LM,58
F. Ourega,25,59,RW,58
M. Salaba,18,71,GK,58
F. Maddaloni,23,64,GK,58
A. Barnes,21,69,RB,58
R. Emanuelsson,26,62,GK,58
T. Robinson,20,72,LB,58
L. O'Brien,19,72,LDM,58
H. Evjen,18,70,RW,58
E. Aiwu,17,76,RCB,58
M. Lund,21,67,RB,58
E. Kaja,20,67,CAM,58
A. Curry,21,73,CB,58
P. Soko?owski,23,64,CDM,58
A. Kaltoft,20,70,RCB,58
E. Linthorst,18,70,CM,58
B. Lekstr”m,37,58,GK,58
L. Schneider,18,76,CB,58
Han Feng,34,58,GK,58
D. Ogawa,26,58,LM,58
F. Quiroz,20,68,RW,58
S. Steijn,16,72,CAM,58
L. Ketterer,24,62,GK,58
A. Nilsson,24,60,LB,58
L. Perrin,19,73,CB,58
C. Coll,26,59,LB,58
C. Camacho,23,64,RM,58
S. S?rl?kk,21,65,CM,58
N. Awassi,20,71,CB,58
R. Hirakawa,18,78,CM,58
C. Cooke,25,63,ST,58
P. van der Vlag,40,58,GK,58
R. Borges,26,60,CDM,58
T. Nijhuis,19,66,GK,58
L. Bogdan,22,65,CB,58
L. Wildin,20,66,RB,58
M. Lillebo,23,63,ST,58
R. Kim,21,68,GK,58
M. Irigoyemborde,23,64,CM,58
T. Ominami,20,72,LCB,57
I. Angulo,19,78,LS,57
G. Carvajal,18,77,CDM,57
C. Akono,18,75,CF,57
S. Pab¢n,22,65,GK,57
C. Donovan,22,70,CB,57
Park Jung Ho,21,67,CB,57
R. Kehr,18,76,ST,57
M. Soumar‚,20,67,RB,57
S. Pirkl,21,67,CDM,57
J. Senior,21,64,LB,57
S. Jim‚nez,20,74,RB,57
T. Nagura,20,73,CAM,57
S. Seedorf,20,72,RM,57
N. B”hmer,18,69,CB,57
N. Insfr n,23,65,GK,57
J. Barjonas,19,75,CM,57
L. Ntumba,17,79,GK,57
K. O'Connell,18,69,LM,57
M. Bird,17,78,CM,57
B. Tozer,28,57,CB,57
M. Tokida,20,64,CB,57
V. Vanbaleghem,21,65,CM,57
H. Hawsawi,20,70,CB,57
B. Bashir,20,66,CDM,57
G. Volpe,22,64,GK,57
C. Manicone,20,72,ST,57
M. Herrera,30,57,CB,57
J. Caballero,20,69,RM,57
Kim Min Jun,25,60,CM,57
S. Seddon,20,73,LB,57
M. Al Mutairi,19,73,CAM,57
M. Platt,20,64,CB,57
E. Botheim,18,76,ST,57
J. Qui¤ones,20,67,LCB,57
Wang Guoming,28,58,GK,57
A. Kabashi,21,63,ST,57
J. Ch vez,21,67,RW,57
C. Weale,36,57,GK,57
H. Abdelli,18,69,CAM,57
T. Golden,18,70,RB,57
F. Godoy,18,79,CB,57
D. Tejeda,20,67,CM,57
M. Jay,22,63,ST,57
S. Woods,19,71,CB,57
D. Diani,20,67,CDM,57
O. Atilgan,18,76,ST,57
M. Al Rubaie,20,71,GK,57
C. Fox,19,72,CB,57
B. Vera,19,73,CB,57
L. Maloney,18,77,CDM,57
J. Pask,20,68,CB,57
A. Errico,19,70,CF,57
T. Moschi¢n,18,72,CDM,57
Y. Al Shammari,20,69,ST,57
F. Sollacaro,24,64,GK,57
O. Mbaizo,20,68,RB,57
O. Pati¤o,21,68,GK,57
J. Arboleda,23,63,RM,57
Wang Yaopeng,23,61,LCB,57
O. Shannon,22,66,CAM,57
B. Tollitt,23,63,RM,57
L. Kunga,19,73,LM,57
E. Bird,25,62,CM,57
M. Zach,18,70,GK,57
E. Masciangelo,21,65,LB,57
E. Mergen,18,76,ST,57
Y. Soma,21,64,CF,57
N. Fiedler,20,68,LM,57
C. Kirk,20,72,LM,57
J. Bursztyn,20,65,GK,57
G. Poluzzi,30,58,GK,57
J. Sullivan,27,59,LCM,57
J. Scott,17,74,ST,57
O. Al Saleem,21,67,LB,57
A. Wilson,18,80,LM,57
B. Kavanagh,17,80,LM,57
J. Vall,25,60,LWB,57
N. Araya,19,69,GK,57
F. Brandhof,21,65,CM,57
K. Twardek,21,66,LM,57
O. Ottesen,19,67,GK,57
P. O'Conor,30,57,RCM,57
Y. Zabaleta,21,66,LW,57
K. Stanek,18,68,ST,57
J. McKay,21,65,ST,57
S. Dahlstr”m,21,67,LCM,57
M. Isaza,23,64,ST,57
J. Barrett,18,72,CB,57
H. Spratt,18,70,LB,57
J. De Smet,19,70,GK,57
K. Sheppard,24,61,ST,57
M. Ju rez,21,67,CDM,57
R. Senhadji,21,68,CB,57
F. Navarro,18,78,CM,57
K. Lynch,26,60,LWB,57
M. Ranmark,22,65,GK,57
K. Flanagan,18,75,CAM,57
H. Yal‡?ntekin,20,69,CM,57
J. Rondeel,23,62,GK,57
A. Al Qahtani,19,74,RM,57
M. Djitt‚,18,75,ST,57
Lu Yao,25,59,LWB,57
J. Montgomery,24,62,GK,57
T. Bakinson,19,74,RCM,57
M. Lenes,22,65,GK,57
J. Jim‚nez,20,71,ST,57
Yan Peng,23,65,ST,57
J. Oswell,25,60,ST,57
I. Dom¡nguez,18,75,RB,57
J. Debrah,18,70,CB,57
R. Bennett,27,58,ST,57
L. Coordes,19,72,LM,57
B. Avramovic,20,67,LB,57
O. Younger,18,70,CB,57
I. J”nsson,19,67,RCB,57
R. Musaba,17,69,CAM,57
J. Requena,19,72,CM,57
C. Kenna,33,57,RCB,57
Altamirano,21,71,LW,57
N. Amamoo,20,68,ST,57
S. Graham,17,78,CB,57
Choi Young Eun,22,66,GK,57
L. Bilboe,20,67,GK,57
C. Vel squez,20,72,LM,57
